pathway	pathway	pval	padj
REGULATION OF INTERFERON-BETA PRODUCTION%GOBP%GO:0032648	REGULATION OF INTERFERON-BETA PRODUCTION%GOBP%GO:0032648	0.768253968253968	0.874983877342986
REGULATION OF INTERFERON-GAMMA PRODUCTION%GOBP%GO:0032649	REGULATION OF INTERFERON-GAMMA PRODUCTION%GOBP%GO:0032649	0.00305371707799027	0.0195988193557869
REGULATION OF INTERLEUKIN-1 BETA PRODUCTION%GOBP%GO:0032651	REGULATION OF INTERLEUKIN-1 BETA PRODUCTION%GOBP%GO:0032651	0.297450424929178	0.474806060366378
REGULATION OF INTERLEUKIN-1 PRODUCTION%GOBP%GO:0032652	REGULATION OF INTERLEUKIN-1 PRODUCTION%GOBP%GO:0032652	0.0811594202898551	0.198333903914185
REGULATION OF INTERLEUKIN-10 PRODUCTION%GOBP%GO:0032653	REGULATION OF INTERLEUKIN-10 PRODUCTION%GOBP%GO:0032653	0.3325	0.514315592737629
REGULATION OF INTERLEUKIN-12 PRODUCTION%GOBP%GO:0032655	REGULATION OF INTERLEUKIN-12 PRODUCTION%GOBP%GO:0032655	0.760989010989011	0.869841483014603
REGULATION OF INTERLEUKIN-2 PRODUCTION%GOBP%GO:0032663	REGULATION OF INTERLEUKIN-2 PRODUCTION%GOBP%GO:0032663	0.0684931506849315	0.17831200702578
REGULATION OF INTERLEUKIN-4 PRODUCTION%GOBP%GO:0032673	REGULATION OF INTERLEUKIN-4 PRODUCTION%GOBP%GO:0032673	0.60377358490566	0.754282986318313
REGULATION OF INTERLEUKIN-6 PRODUCTION%GOBP%GO:0032675	REGULATION OF INTERLEUKIN-6 PRODUCTION%GOBP%GO:0032675	0.840175953079179	0.917615486068215
REGULATION OF INTERLEUKIN-8 PRODUCTION%GOBP%GO:0032677	REGULATION OF INTERLEUKIN-8 PRODUCTION%GOBP%GO:0032677	0.25	0.416347259486393
REGULATION OF INTRACELLULAR ESTROGEN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0033146	REGULATION OF INTRACELLULAR ESTROGEN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0033146	0.363207547169811	0.548517448920459
REGULATION OF INTRACELLULAR PH%GOBP%GO:0051453	REGULATION OF INTRACELLULAR PH%GOBP%GO:0051453	0.947368421052632	0.981613614687649
REGULATION OF INTRACELLULAR PROTEIN TRANSPORT%GOBP%GO:0033157	REGULATION OF INTRACELLULAR PROTEIN TRANSPORT%GOBP%GO:0033157	0.203346203346203	0.360775522065845
REGULATION OF INTRACELLULAR STEROID HORMONE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0033143	REGULATION OF INTRACELLULAR STEROID HORMONE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0033143	1	1
REGULATION OF INTRACELLULAR TRANSPORT%GOBP%GO:0032386	REGULATION OF INTRACELLULAR TRANSPORT%GOBP%GO:0032386	0.00470945495327196	0.0270311516142228
REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001242	REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001242	0.123978201634877	0.261117443579032
REGULATION OF ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0034765	REGULATION OF ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0034765	0.000794883345226496	0.00704850639797781
REGULATION OF ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:0032412	REGULATION OF ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:0032412	0.00505710201132841	0.0284994918796653
REGULATION OF ION TRANSPORT%GOBP%GO:0043269	REGULATION OF ION TRANSPORT%GOBP%GO:0043269	0.00100779076222053	0.00861978516111852
REGULATION OF JNK CASCADE%GOBP%GO:0046328	REGULATION OF JNK CASCADE%GOBP%GO:0046328	0.0877697841726619	0.20896422587957
REGULATION OF JUN KINASE ACTIVITY%GOBP%GO:0043506	REGULATION OF JUN KINASE ACTIVITY%GOBP%GO:0043506	0.230508474576271	0.392768361581921
REGULATION OF KINASE ACTIVITY%GOBP%GO:0043549	REGULATION OF KINASE ACTIVITY%GOBP%GO:0043549	0.000680847672151838	0.00632111781089688
REGULATION OF LAMELLIPODIUM ASSEMBLY%GOBP%GO:0010591	REGULATION OF LAMELLIPODIUM ASSEMBLY%GOBP%GO:0010591	0.0130590734888431	0.0582084377047644
REGULATION OF LAMELLIPODIUM ORGANIZATION%GOBP%GO:1902743	REGULATION OF LAMELLIPODIUM ORGANIZATION%GOBP%GO:1902743	0.0157543337248951	0.0662658083588279
REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002694	REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002694	0.140541514508971	0.284638060923682
REGULATION OF LEUKOCYTE APOPTOTIC PROCESS%GOBP%GO:2000106	REGULATION OF LEUKOCYTE APOPTOTIC PROCESS%GOBP%GO:2000106	0.717741935483871	0.841043341336952
REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903037	REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903037	0.60545905707196	0.755302785810413
REGULATION OF LEUKOCYTE CHEMOTAXIS%GOBP%GO:0002688	REGULATION OF LEUKOCYTE CHEMOTAXIS%GOBP%GO:0002688	0.268292682926829	0.438905010285043
REGULATION OF LEUKOCYTE DEGRANULATION%GOBP%GO:0043300	REGULATION OF LEUKOCYTE DEGRANULATION%GOBP%GO:0043300	0.0680379746835443	0.177552552552553
REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902105	REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902105	0.133333333333333	0.275087052864831
REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001910	REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001910	0.0138655953493829	0.0600658143500186
REGULATION OF LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002703	REGULATION OF LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002703	0.213991769547325	0.373993696887423
REGULATION OF LEUKOCYTE MIGRATION%GOBP%GO:0002685	REGULATION OF LEUKOCYTE MIGRATION%GOBP%GO:0002685	0.46195652173913	0.641623241643614
REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070663	REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070663	0.138339920948617	0.281546855358138
REGULATION OF LIPASE ACTIVITY%GOBP%GO:0060191	REGULATION OF LIPASE ACTIVITY%GOBP%GO:0060191	0.0482151742080917	0.140224184694885
REGULATION OF LIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046890	REGULATION OF LIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046890	0.0722713864306785	0.185043708922391
REGULATION OF LIPID KINASE ACTIVITY%GOBP%GO:0043550	REGULATION OF LIPID KINASE ACTIVITY%GOBP%GO:0043550	0.651898734177215	0.793417366946779
REGULATION OF LIPID LOCALIZATION%GOBP%GO:1905952	REGULATION OF LIPID LOCALIZATION%GOBP%GO:1905952	0.0117452032902705	0.0540030775621432
REGULATION OF LIPID METABOLIC PROCESS%GOBP%GO:0019216	REGULATION OF LIPID METABOLIC PROCESS%GOBP%GO:0019216	0.0244169329915458	0.0916953965844999
REGULATION OF LIPID METABOLISM BY PPARALPHA%REACTOME DATABASE ID RELEASE 80%400206	REGULATION OF LIPID METABOLISM BY PPARALPHA%REACTOME DATABASE ID RELEASE 80%400206	0.85413744740533	0.926718959790828
REGULATION OF LIPID STORAGE%GOBP%GO:0010883	REGULATION OF LIPID STORAGE%GOBP%GO:0010883	0.0779661016949153	0.193027186247525
REGULATION OF LIPID TRANSPORT%GOBP%GO:0032368	REGULATION OF LIPID TRANSPORT%GOBP%GO:0032368	0.0396341463414634	0.125747050529403
REGULATION OF LOCOMOTION%GOBP%GO:0040012	REGULATION OF LOCOMOTION%GOBP%GO:0040012	0.000111794879436386	0.00153717959225031
REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051249	REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051249	0.017049747564418	0.070352472143776
REGULATION OF LYMPHOCYTE APOPTOTIC PROCESS%GOBP%GO:0070228	REGULATION OF LYMPHOCYTE APOPTOTIC PROCESS%GOBP%GO:0070228	0.425210084033613	0.606346509723023
REGULATION OF LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0045619	REGULATION OF LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0045619	0.106227106227106	0.235128261108903
REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002706	REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002706	0.0292487021213662	0.103405704407922
REGULATION OF LYMPHOCYTE MIGRATION%GOBP%GO:2000401	REGULATION OF LYMPHOCYTE MIGRATION%GOBP%GO:2000401	0.722591362126246	0.843994480763048
REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050670	REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050670	0.054119248199589	0.151904478958149
REGULATION OF LYSOSOMAL LUMEN PH%GOBP%GO:0035751	REGULATION OF LYSOSOMAL LUMEN PH%GOBP%GO:0035751	0.497641509433962	0.674865307690348
REGULATION OF MACROAUTOPHAGY%GOBP%GO:0016241	REGULATION OF MACROAUTOPHAGY%GOBP%GO:0016241	0.210947930574099	0.370330811452307
REGULATION OF MACROPHAGE ACTIVATION%GOBP%GO:0043030	REGULATION OF MACROPHAGE ACTIVATION%GOBP%GO:0043030	0.639175257731959	0.783037331278146
REGULATION OF MAP KINASE ACTIVITY%GOBP%GO:0043405	REGULATION OF MAP KINASE ACTIVITY%GOBP%GO:0043405	0.0238067708188235	0.0899088929087603
REGULATION OF MAPK CASCADE%GOBP%GO:0043408	REGULATION OF MAPK CASCADE%GOBP%GO:0043408	0.010497274421861	0.0497389938527654
REGULATION OF MAST CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0033006	REGULATION OF MAST CELL ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0033006	0.0771869639794168	0.192263929099713
REGULATION OF MAST CELL ACTIVATION%GOBP%GO:0033003	REGULATION OF MAST CELL ACTIVATION%GOBP%GO:0033003	0.0857142857142857	0.205307922507482
REGULATION OF MAST CELL DEGRANULATION%GOBP%GO:0043304	REGULATION OF MAST CELL DEGRANULATION%GOBP%GO:0043304	0.0771869639794168	0.192263929099713
REGULATION OF MECP2 EXPRESSION AND ACTIVITY%REACTOME%R-HSA-9022692.1	REGULATION OF MECP2 EXPRESSION AND ACTIVITY%REACTOME%R-HSA-9022692.1	0.662921348314607	0.802027133421181
REGULATION OF MEIOTIC CELL CYCLE%GOBP%GO:0051445	REGULATION OF MEIOTIC CELL CYCLE%GOBP%GO:0051445	0.687179487179487	0.817130506785679
REGULATION OF MEMBRANE LIPID DISTRIBUTION%GOBP%GO:0097035	REGULATION OF MEMBRANE LIPID DISTRIBUTION%GOBP%GO:0097035	0.220168067226891	0.380521182219905
REGULATION OF MEMBRANE PERMEABILITY%GOBP%GO:0090559	REGULATION OF MEMBRANE PERMEABILITY%GOBP%GO:0090559	0.656786271450858	0.797003246984357
REGULATION OF MEMBRANE POTENTIAL%GOBP%GO:0042391	REGULATION OF MEMBRANE POTENTIAL%GOBP%GO:0042391	0.00131972016243583	0.0105021686919115
REGULATION OF METAL ION TRANSPORT%GOBP%GO:0010959	REGULATION OF METAL ION TRANSPORT%GOBP%GO:0010959	0.00731923903649082	0.037995332871628
REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GOBP%GO:1902099	REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GOBP%GO:1902099	0.955555555555556	0.986431192418363
REGULATION OF MICROTUBULE CYTOSKELETON ORGANIZATION%GOBP%GO:0070507	REGULATION OF MICROTUBULE CYTOSKELETON ORGANIZATION%GOBP%GO:0070507	0.0967302452316076	0.221790456744768
REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION%GOBP%GO:0031110	REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION%GOBP%GO:0031110	0.250764525993884	0.417410495590468
REGULATION OF MICROTUBULE POLYMERIZATION%GOBP%GO:0031113	REGULATION OF MICROTUBULE POLYMERIZATION%GOBP%GO:0031113	0.726134585289515	0.846505410744051
REGULATION OF MICROTUBULE-BASED PROCESS%GOBP%GO:0032886	REGULATION OF MICROTUBULE-BASED PROCESS%GOBP%GO:0032886	0.0651890482398957	0.172291006449116
REGULATION OF MIRNA METABOLIC PROCESS%GOBP%GO:2000628	REGULATION OF MIRNA METABOLIC PROCESS%GOBP%GO:2000628	0.0650793650793651	0.172105807224493
REGULATION OF MIRNA TRANSCRIPTION%GOBP%GO:1902893	REGULATION OF MIRNA TRANSCRIPTION%GOBP%GO:1902893	0.1375	0.280487089201878
REGULATION OF MIRNA-MEDIATED GENE SILENCING%GOBP%GO:0060964	REGULATION OF MIRNA-MEDIATED GENE SILENCING%GOBP%GO:0060964	0.0240935607499013	0.0906376809162955
REGULATION OF MITOCHONDRIAL FISSION%GOBP%GO:0090140	REGULATION OF MITOCHONDRIAL FISSION%GOBP%GO:0090140	0.0962199312714777	0.221321123014595
REGULATION OF MITOCHONDRIAL GENE EXPRESSION%GOBP%GO:0062125	REGULATION OF MITOCHONDRIAL GENE EXPRESSION%GOBP%GO:0062125	0.216981132075472	0.377717555636188
REGULATION OF MITOCHONDRIAL MEMBRANE PERMEABILITY%GOBP%GO:0046902	REGULATION OF MITOCHONDRIAL MEMBRANE PERMEABILITY%GOBP%GO:0046902	0.744063324538259	0.859371383604129
REGULATION OF MITOCHONDRIAL MEMBRANE POTENTIAL%GOBP%GO:0051881	REGULATION OF MITOCHONDRIAL MEMBRANE POTENTIAL%GOBP%GO:0051881	0.305379746835443	0.485678989751098
REGULATION OF MITOCHONDRION ORGANIZATION%GOBP%GO:0010821	REGULATION OF MITOCHONDRION ORGANIZATION%GOBP%GO:0010821	0.344686648501362	0.526419503598741
REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION%GOBP%GO:1901990	REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION%GOBP%GO:1901990	0.37378640776699	0.559071236401918
REGULATION OF MITOTIC CELL CYCLE%GOBP%GO:0007346	REGULATION OF MITOTIC CELL CYCLE%GOBP%GO:0007346	0.196759259259259	0.353433896210873
REGULATION OF MITOTIC CELL CYCLE%REACTOME DATABASE ID RELEASE 80%453276	REGULATION OF MITOTIC CELL CYCLE%REACTOME DATABASE ID RELEASE 80%453276	6.92009797923299e-06	0.000161654976987997
REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION%GOBP%GO:0030071	REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION%GOBP%GO:0030071	0.90032154340836	0.955693508378352
REGULATION OF MITOTIC NUCLEAR DIVISION%GOBP%GO:0007088	REGULATION OF MITOTIC NUCLEAR DIVISION%GOBP%GO:0007088	0.885802469135803	0.947411401494424
REGULATION OF MITOTIC SISTER CHROMATID SEGREGATION%GOBP%GO:0033047	REGULATION OF MITOTIC SISTER CHROMATID SEGREGATION%GOBP%GO:0033047	0.0391630907547745	0.125006329434402
REGULATION OF MITOTIC SISTER CHROMATID SEPARATION%GOBP%GO:0010965	REGULATION OF MITOTIC SISTER CHROMATID SEPARATION%GOBP%GO:0010965	0.947882736156352	0.981776040190548
REGULATION OF MITOTIC SPINDLE ASSEMBLY%GOBP%GO:1901673	REGULATION OF MITOTIC SPINDLE ASSEMBLY%GOBP%GO:1901673	0.915094339622642	0.965349849347171
REGULATION OF MITOTIC SPINDLE ORGANIZATION%GOBP%GO:0060236	REGULATION OF MITOTIC SPINDLE ORGANIZATION%GOBP%GO:0060236	0.986187845303867	0.996972123742509
REGULATION OF MONONUCLEAR CELL MIGRATION%GOBP%GO:0071675	REGULATION OF MONONUCLEAR CELL MIGRATION%GOBP%GO:0071675	0.191131498470948	0.349670046676324
REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032944	REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032944	0.054119248199589	0.151904478958149
REGULATION OF MONOOXYGENASE ACTIVITY%GOBP%GO:0032768	REGULATION OF MONOOXYGENASE ACTIVITY%GOBP%GO:0032768	0.720338983050847	0.842829514594588
REGULATION OF MRNA 3'-END PROCESSING%GOBP%GO:0031440	REGULATION OF MRNA 3'-END PROCESSING%GOBP%GO:0031440	0.936535162950257	0.976072267454754
REGULATION OF MRNA CATABOLIC PROCESS%GOBP%GO:0061013	REGULATION OF MRNA CATABOLIC PROCESS%GOBP%GO:0061013	0.037980051520569	0.123151734221547
REGULATION OF MRNA METABOLIC PROCESS%GOBP%GO:1903311	REGULATION OF MRNA METABOLIC PROCESS%GOBP%GO:1903311	0.135862913096695	0.278586294197801
REGULATION OF MRNA PROCESSING%GOBP%GO:0050684	REGULATION OF MRNA PROCESSING%GOBP%GO:0050684	0.794630872483222	0.890552267459272
REGULATION OF MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0048024	REGULATION OF MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0048024	0.468013468013468	0.647730004464439
REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU-RICH ELEMENTS%REACTOME DATABASE ID RELEASE 80%450531	REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU-RICH ELEMENTS%REACTOME DATABASE ID RELEASE 80%450531	0.0310357590335948	0.108226623596284
REGULATION OF MRNA STABILITY%GOBP%GO:0043488	REGULATION OF MRNA STABILITY%GOBP%GO:0043488	0.049738219895288	0.143310719791131
REGULATION OF MULTICELLULAR ORGANISMAL DEVELOPMENT%GOBP%GO:2000026	REGULATION OF MULTICELLULAR ORGANISMAL DEVELOPMENT%GOBP%GO:2000026	0.0105938571150149	0.0501419489811981
REGULATION OF MUSCLE ADAPTATION%GOBP%GO:0043502	REGULATION OF MUSCLE ADAPTATION%GOBP%GO:0043502	0.153456998313659	0.301043659496368
REGULATION OF MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051147	REGULATION OF MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051147	0.00723197956988148	0.0377226305295739
REGULATION OF MUSCLE CONTRACTION%GOBP%GO:0006937	REGULATION OF MUSCLE CONTRACTION%GOBP%GO:0006937	0.010257373666548	0.0487618036992901
REGULATION OF MUSCLE HYPERTROPHY%GOBP%GO:0014743	REGULATION OF MUSCLE HYPERTROPHY%GOBP%GO:0014743	0.317324185248714	0.498832700761816
REGULATION OF MUSCLE SYSTEM PROCESS%GOBP%GO:0090257	REGULATION OF MUSCLE SYSTEM PROCESS%GOBP%GO:0090257	0.00190574935304422	0.0138307940961655
REGULATION OF MYELOID CELL DIFFERENTIATION%GOBP%GO:0045637	REGULATION OF MYELOID CELL DIFFERENTIATION%GOBP%GO:0045637	0.347767253044655	0.529635020847888
REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002761	REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002761	0.2	0.356293562935629
REGULATION OF MYELOID LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002886	REGULATION OF MYELOID LEUKOCYTE MEDIATED IMMUNITY%GOBP%GO:0002886	0.390015600624025	0.574446706681827
REGULATION OF MYOBLAST DIFFERENTIATION%GOBP%GO:0045661	REGULATION OF MYOBLAST DIFFERENTIATION%GOBP%GO:0045661	0.151326053042122	0.298191247377786
REGULATION OF NATURAL KILLER CELL ACTIVATION%GOBP%GO:0032814	REGULATION OF NATURAL KILLER CELL ACTIVATION%GOBP%GO:0032814	0.580188679245283	0.740358241210207
REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY%GOBP%GO:0042269	REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY%GOBP%GO:0042269	0.453883495145631	0.634157783627407
REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY%GOBP%GO:0002715	REGULATION OF NATURAL KILLER CELL MEDIATED IMMUNITY%GOBP%GO:0002715	0.501228501228501	0.676977879340329
REGULATION OF NCRNA TRANSCRIPTION%GOBP%GO:0140747	REGULATION OF NCRNA TRANSCRIPTION%GOBP%GO:0140747	0.290094339622642	0.465457867673699
REGULATION OF NECROPTOTIC CELL DEATH%REACTOME%R-HSA-5675482.4	REGULATION OF NECROPTOTIC CELL DEATH%REACTOME%R-HSA-5675482.4	0.0625	0.167321318545903
REGULATION OF NECROTIC CELL DEATH%GOBP%GO:0010939	REGULATION OF NECROTIC CELL DEATH%GOBP%GO:0010939	0.548885077186964	0.718345078426915
REGULATION OF NERVOUS SYSTEM DEVELOPMENT%GOBP%GO:0051960	REGULATION OF NERVOUS SYSTEM DEVELOPMENT%GOBP%GO:0051960	0.0534246575342466	0.150440788714388
REGULATION OF NERVOUS SYSTEM PROCESS%GOBP%GO:0031644	REGULATION OF NERVOUS SYSTEM PROCESS%GOBP%GO:0031644	0.0521008403361345	0.14776641727187
REGULATION OF NEUROGENESIS%GOBP%GO:0050767	REGULATION OF NEUROGENESIS%GOBP%GO:0050767	0.0354223433242507	0.117745452508794
REGULATION OF NEURON APOPTOTIC PROCESS%GOBP%GO:0043523	REGULATION OF NEURON APOPTOTIC PROCESS%GOBP%GO:0043523	0.269406392694064	0.440069074133155
REGULATION OF NEURON DEATH%GOBP%GO:1901214	REGULATION OF NEURON DEATH%GOBP%GO:1901214	0.060893098782138	0.165526662093986
REGULATION OF NEURON DIFFERENTIATION%GOBP%GO:0045664	REGULATION OF NEURON DIFFERENTIATION%GOBP%GO:0045664	0.230769230769231	0.393058529083617
REGULATION OF NEURON PROJECTION DEVELOPMENT%GOBP%GO:0010975	REGULATION OF NEURON PROJECTION DEVELOPMENT%GOBP%GO:0010975	0.00154755179701862	0.0118382263345878
REGULATION OF NEUROTRANSMITTER LEVELS%GOBP%GO:0001505	REGULATION OF NEUROTRANSMITTER LEVELS%GOBP%GO:0001505	0.0225886262706951	0.0867794705094343
REGULATION OF NEUROTRANSMITTER SECRETION%GOBP%GO:0046928	REGULATION OF NEUROTRANSMITTER SECRETION%GOBP%GO:0046928	0.0544234777621072	0.152364697729611
REGULATION OF NEUROTRANSMITTER TRANSPORT%GOBP%GO:0051588	REGULATION OF NEUROTRANSMITTER TRANSPORT%GOBP%GO:0051588	0.0226946562421808	0.0868823739576337
REGULATION OF NEUTROPHIL CHEMOTAXIS%GOBP%GO:0090022	REGULATION OF NEUTROPHIL CHEMOTAXIS%GOBP%GO:0090022	0.482100238663485	0.660171930977889
REGULATION OF NEUTROPHIL MIGRATION%GOBP%GO:1902622	REGULATION OF NEUTROPHIL MIGRATION%GOBP%GO:1902622	0.279126213592233	0.451653317577031
REGULATION OF NIK/NF-KAPPAB SIGNALING%GOBP%GO:1901222	REGULATION OF NIK/NF-KAPPAB SIGNALING%GOBP%GO:1901222	0.375	0.560115159848745
REGULATION OF NITRIC OXIDE BIOSYNTHETIC PROCESS%GOBP%GO:0045428	REGULATION OF NITRIC OXIDE BIOSYNTHETIC PROCESS%GOBP%GO:0045428	0.169747899159664	0.321234591397535
REGULATION OF NITRIC OXIDE METABOLIC PROCESS%GOBP%GO:0080164	REGULATION OF NITRIC OXIDE METABOLIC PROCESS%GOBP%GO:0080164	0.249169435215947	0.415920551676254
REGULATION OF NOTCH SIGNALING PATHWAY%GOBP%GO:0008593	REGULATION OF NOTCH SIGNALING PATHWAY%GOBP%GO:0008593	0.00600861494038147	0.0328808966195938
REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION	REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION	0.197869101978691	0.353802982756137
REGULATION OF NUCLEAR DIVISION%GOBP%GO:0051783	REGULATION OF NUCLEAR DIVISION%GOBP%GO:0051783	0.906451612903226	0.96108644657504
REGULATION OF NUCLEAR SMAD2 3 SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF NUCLEAR SMAD2 3 SIGNALING	REGULATION OF NUCLEAR SMAD2 3 SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF NUCLEAR SMAD2 3 SIGNALING	0.00822885544854025	0.0412868093809554
REGULATION OF NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, DEADENYLATION-DEPENDENT DECAY%GOBP%GO:1900151	REGULATION OF NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, DEADENYLATION-DEPENDENT DECAY%GOBP%GO:1900151	0.571428571428571	0.73544346648612
REGULATION OF NUCLEASE ACTIVITY%GOBP%GO:0032069	REGULATION OF NUCLEASE ACTIVITY%GOBP%GO:0032069	0.480607082630691	0.658575496100556
REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0046822	REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0046822	0.242603550295858	0.407622747886892
REGULATION OF NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0006140	REGULATION OF NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0006140	0.146645865834633	0.293224246227097
REGULATION OF NUCLEOTIDE-EXCISION REPAIR%GOBP%GO:2000819	REGULATION OF NUCLEOTIDE-EXCISION REPAIR%GOBP%GO:2000819	0.332773109243697	0.514331137021113
REGULATION OF ORGANELLE ASSEMBLY%GOBP%GO:1902115	REGULATION OF ORGANELLE ASSEMBLY%GOBP%GO:1902115	0.158709677419355	0.307168618435232
REGULATION OF ORNITHINE DECARBOXYLASE (ODC)%REACTOME DATABASE ID RELEASE 80%350562	REGULATION OF ORNITHINE DECARBOXYLASE (ODC)%REACTOME DATABASE ID RELEASE 80%350562	0.000286389024050882	0.0032746323934239
REGULATION OF OSSIFICATION%GOBP%GO:0030278	REGULATION OF OSSIFICATION%GOBP%GO:0030278	0.0832025117739403	0.201288927426376
REGULATION OF OSTEOBLAST DIFFERENTIATION%GOBP%GO:0045667	REGULATION OF OSTEOBLAST DIFFERENTIATION%GOBP%GO:0045667	0.0230802105880206	0.0881225966651579
REGULATION OF OSTEOCLAST DIFFERENTIATION%GOBP%GO:0045670	REGULATION OF OSTEOCLAST DIFFERENTIATION%GOBP%GO:0045670	0.706689536878216	0.83213171754359
REGULATION OF OXIDATIVE STRESS-INDUCED CELL DEATH%GOBP%GO:1903201	REGULATION OF OXIDATIVE STRESS-INDUCED CELL DEATH%GOBP%GO:1903201	0.0847723704866562	0.203951245716789
REGULATION OF OXIDATIVE STRESS-INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1902175	REGULATION OF OXIDATIVE STRESS-INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1902175	0.0281425739359111	0.100862154557256
REGULATION OF OXIDOREDUCTASE ACTIVITY%GOBP%GO:0051341	REGULATION OF OXIDOREDUCTASE ACTIVITY%GOBP%GO:0051341	0.67479674796748	0.809718826268627
